Reporting_Country,Flow,Commodity,Commodity_Type,Year,Value_Original,Value
Kazakhstan,Exports,M,Manufactures,2006,"4,228,509,539",4229
Kenya,Exports,M,Manufactures,2006,"1,242,564,903",1243
Korea,Exports,M,Manufactures,2006,"290,125,326,670",290125
Kuwait,Exports,M,Manufactures,2006,"2,568,795,716",2569
Kyrgyz Republic,Exports,M,Manufactures,2006,"254,128,300",254
Latvia,Exports,M,Manufactures,2006,"3,829,008,740",3829
Lebanese Republic,Exports,M,Manufactures,2006,"1,269,772,759",1270
Lesotho,Exports,M,Manufactures,2006,"648,161,211",648
Libya,Exports,M,Manufactures,2006,"1,079,653,906",1080
Lithuania,Exports,M,Manufactures,2006,"8,191,021,180",8191
Luxembourg,Exports,M,Manufactures,2006,"20,541,564,993",20542
"Macao, China",Exports,M,Manufactures,2006,"2,318,058,102",2318
Madagascar,Exports,M,Manufactures,2006,"493,638,051",494
Malawi,Exports,M,Manufactures,2006,"85,387,309",85
Malaysia,Exports,M,Manufactures,2006,"117,905,889,180",117906
Maldives,Exports,M,Manufactures,2006,"673,006",1
Mali,Exports,M,Manufactures,2006,"37,224,062",37
Malta,Exports,M,Manufactures,2006,"2,587,471,319",2587
Mauritius,Exports,M,Manufactures,2006,"1,493,552,240",1494
Mexico,Exports,M,Manufactures,2006,"189,129,417,829",189129
Moldova,Exports,M,Manufactures,2006,"542,585,764",543
Mongolia,Exports,M,Manufactures,2006,"159,869,350",160
Montenegro,Exports,M,Manufactures,2006,"138,272,629",138
Montserrat,Exports,M,Manufactures,2006,"406,207",0
Morocco,Exports,M,Manufactures,2006,"8,244,053,625",8244
Mozambique,Exports,M,Manufactures,2006,"119,223,786",119
Namibia,Exports,M,Manufactures,2006,"879,358,558",879
Nepal,Exports,M,Manufactures,2006,"664,298,858",664
Netherlands,Exports,M,Manufactures,2006,"298,995,579,279",298996
Netherlands Antilles,Exports,M,Manufactures,2006,"87,354,839",87
New Caledonia,Exports,M,Manufactures,2006,"908,494,334",908
New Zealand,Exports,M,Manufactures,2006,"6,859,162,219",6859
Nicaragua,Exports,M,Manufactures,2006,"86,821,000",87
Niger,Exports,M,Manufactures,2006,"85,831,044",86
Nigeria,Exports,M,Manufactures,2006,"324,000,000",324
Norway,Exports,M,Manufactures,2006,"19,529,663,137",19530
Oman,Exports,M,Manufactures,2006,"1,513,432,040",1513
Pakistan,Exports,M,Manufactures,2006,"13,772,801,846",13773
Panama,Exports,M,Manufactures,2006,"6,869,320,395",6869
Paraguay,Exports,M,Manufactures,2006,"292,489,945",292
Peru,Exports,M,Manufactures,2006,"2,768,571,803",2769
Philippines,Exports,M,Manufactures,2006,"40,836,804,424",40837
Poland,Exports,M,Manufactures,2006,"88,106,631,265",88107
Portugal,Exports,M,Manufactures,2006,"34,902,856,109",34903
Qatar,Exports,M,Manufactures,2006,"2,753,139,871",2753
Romania,Exports,M,Manufactures,2006,"25,545,168,762",25545
Russian Federation,Exports,M,Manufactures,2006,"58,495,616,704",58496
Rwanda,Exports,M,Manufactures,2006,"11,158,708",11
Saint Kitts and Nevis,Exports,M,Manufactures,2006,"36,450,036",36
Saint Lucia,Exports,M,Manufactures,2006,"36,753,623",37
Saint Vincent and the Grenadines,Exports,M,Manufactures,2006,"8,529,622",9
Samoa,Exports,M,Manufactures,2006,"48,779,930",49
Sao Tome and Principe,Exports,M,Manufactures,2006,"190,027",0
Saudi Arabia,Exports,M,Manufactures,2006,"20,141,962,752",20142
Senegal,Exports,M,Manufactures,2006,"472,759,881",473
Serbia,Exports,M,Manufactures,2006,"4,048,957,763",4049
Seychelles,Exports,M,Manufactures,2006,"16,683,402",17
Singapore,Exports,M,Manufactures,2006,"214,093,141,722",214093
Slovak Republic,Exports,M,Manufactures,2006,"35,300,837,233",35301
Slovenia,Exports,M,Manufactures,2006,"19,955,914,991",19956
Solomon Islands,Exports,M,Manufactures,2006,"1,650,016",2
South Africa,Exports,M,Manufactures,2006,"27,343,008,165",27343
Spain,Exports,M,Manufactures,2006,"161,486,070,241",161486
Sri Lanka,Exports,M,Manufactures,2006,"4,776,904,285",4777
Sudan,Exports,M,Manufactures,2006,"63,827,076",64
Suriname,Exports,M,Manufactures,2006,"35,506,322",36
Swaziland,Exports,M,Manufactures,2006,"926,102,095",926
Sweden,Exports,M,Manufactures,2006,"121,156,269,013",121156
Switzerland,Exports,M,Manufactures,2006,"130,312,720,774",130313
Syrian Arab Republic,Exports,M,Manufactures,2006,"3,494,516,343",3495
Tanzania,Exports,M,Manufactures,2006,"300,995,776",301
Thailand,Exports,M,Manufactures,2006,"98,321,833,739",98322
Togo,Exports,M,Manufactures,2006,"199,709,447",200
Tonga,Exports,M,Manufactures,2006,"435,735",0
Trinidad and Tobago,Exports,M,Manufactures,2006,"2,928,047,122",2928
Tunisia,Exports,M,Manufactures,2006,"8,391,616,100",8392
Turkey,Exports,M,Manufactures,2006,"68,986,763,321",68987
Uganda,Exports,M,Manufactures,2006,"179,003,546",179
Ukraine,Exports,M,Manufactures,2006,"27,602,049,889",27602
United Arab Emirates,Exports,M,Manufactures,2006,"23,333,939,793",23334
United Kingdom,Exports,M,Manufactures,2006,"348,076,737,266",348077
United States,Exports,M,Manufactures,2006,"818,775,269,000",818775
Uruguay,Exports,M,Manufactures,2006,"1,164,182,390",1164
Vanuatu,Exports,M,Manufactures,2006,"2,987,220",3
Venezuela,Exports,M,Manufactures,2006,"4,569,000,000",4569
Viet Nam,Exports,M,Manufactures,2006,"20,380,495,791",20380
World,Exports,M,Manufactures,2006,"8,253,257,613,579",8253258
Yemen,Exports,M,Manufactures,2006,"222,378,217",222
Zambia,Exports,M,Manufactures,2006,"364,054,868",364
Zimbabwe,Exports,M,Manufactures,2006,"547,930,762",548
Albania,Imports,A,Agricultural products,2006,"573,403,783",573
Algeria,Imports,A,Agricultural products,2006,"4,567,215,706",4567
Antigua and Barbuda,Imports,A,Agricultural products,2006,"111,668,576",112
Argentina,Imports,A,Agricultural products,2006,"1,395,596,389",1396
Armenia,Imports,A,Agricultural products,2006,"354,189,716",354
Aruba,Imports,A,Agricultural products,2006,"255,686,317",256
Australia,Imports,A,Agricultural products,2006,"7,267,585,259",7268
Austria,Imports,A,Agricultural products,2006,"11,692,901,502",11693
Azerbaijan,Imports,A,Agricultural products,2006,"602,807,764",603
Bahamas,Imports,A,Agricultural products,2006,"516,452,469",516
Bahrain,Imports,A,Agricultural products,2006,"551,478,550",551
Bangladesh,Imports,A,Agricultural products,2006,"3,719,772,805",3720
Barbados,Imports,A,Agricultural products,2006,"282,913,097",283
Belarus,Imports,A,Agricultural products,2006,"2,244,401,000",2244
Belgium,Imports,A,Agricultural products,2006,"30,431,174,273",30431
Belize,Imports,A,Agricultural products,2006,"84,875,386",85
Benin,Imports,A,Agricultural products,2006,"353,853,400",354
Bermuda,Imports,A,Agricultural products,2006,"199,378,079",199
Bolivia,Imports,A,Agricultural products,2006,"299,349,570",299
Bosnia and Herzegovina,Imports,A,Agricultural products,2006,"1,378,451,846",1378
Botswana,Imports,A,Agricultural products,2006,"442,040,234",442
Brazil,Imports,A,Agricultural products,2006,"5,486,617,872",5487
Brunei Darussalam,Imports,A,Agricultural products,2006,"288,370,297",288
Bulgaria,Imports,A,Agricultural products,2006,"1,355,988,367",1356
Burundi,Imports,A,Agricultural products,2006,"100,688,888",101
Cabo Verde,Imports,A,Agricultural products,2006,"164,591,225",165
Cambodia,Imports,A,Agricultural products,2006,"263,686,708",264
Cameroon,Imports,A,Agricultural products,2006,"607,505,831",608
Canada,Imports,A,Agricultural products,2006,"23,974,002,101",23974
Central African Republic,Imports,A,Agricultural products,2006,"60,082,969",60
Chile,Imports,A,Agricultural products,2006,"2,741,611,459",2742
China,Imports,A,Agricultural products,2006,"51,653,336,617",51653
Chinese Taipei,Imports,A,Agricultural products,2006,"9,658,768,554",9659
Colombia,Imports,A,Agricultural products,2006,"2,703,519,389",2704
Comoros,Imports,A,Agricultural products,2006,"28,910,873",29
Costa Rica,Imports,A,Agricultural products,2006,"806,281,406",806
Côte d'Ivoire,Imports,A,Agricultural products,2006,"1,038,342,215",1038
Croatia,Imports,A,Agricultural products,2006,"2,023,157,139",2023
Cuba,Imports,A,Agricultural products,2006,"1,555,567,763",1556
Cyprus,Imports,A,Agricultural products,2006,"895,958,414",896
Czech Republic,Imports,A,Agricultural products,2006,"6,074,523,598",6075
Denmark,Imports,A,Agricultural products,2006,"12,178,885,914",12179
Dominica,Imports,A,Agricultural products,2006,"38,145,130",38
Dominican Republic,Imports,A,Agricultural products,2006,"1,441,839,367",1442
Ecuador,Imports,A,Agricultural products,2006,"984,559,642",985
Egypt,Imports,A,Agricultural products,2006,"4,720,053,485",4720
El Salvador,Imports,A,Agricultural products,2006,"1,163,087,339",1163
Estonia,Imports,A,Agricultural products,2006,"1,388,904,818",1389
Ethiopia,Imports,A,Agricultural products,2006,"527,890,161",528
Faeroe Islands,Imports,A,Agricultural products,2006,"130,321,026",130
Fiji,Imports,A,Agricultural products,2006,"258,652,902",259
Finland,Imports,A,Agricultural products,2006,"5,164,792,456",5165
France,Imports,A,Agricultural products,2006,"47,147,078,680",47147
French Polynesia,Imports,A,Agricultural products,2006,"330,428,895",330
FYR Macedonia,Imports,A,Agricultural products,2006,"484,477,877",484
Gabon,Imports,A,Agricultural products,2006,"293,591,775",294
Gambia,Imports,A,Agricultural products,2006,"86,507,492",87
Georgia,Imports,A,Agricultural products,2006,"619,227,189",619
Germany,Imports,A,Agricultural products,2006,"77,882,793,215",77883
Ghana,Imports,A,Agricultural products,2006,"780,969,069",781
Greece,Imports,A,Agricultural products,2006,"7,582,829,788",7583
Greenland,Imports,A,Agricultural products,2006,"131,748,738",132
Grenada,Imports,A,Agricultural products,2006,"65,606,989",66
Guatemala,Imports,A,Agricultural products,2006,"1,378,647,000",1379
Guinea,Imports,A,Agricultural products,2006,"276,905,536",277
Guyana,Imports,A,Agricultural products,2006,"115,183,498",115
Haiti,Imports,A,Agricultural products,2006,"426,100,000",426
Honduras,Imports,A,Agricultural products,2006,"706,341,192",706
"Hong Kong, China",Imports,A,Agricultural products,2006,"11,904,156,301",11904
Hungary,Imports,A,Agricultural products,2006,"3,943,624,126",3944
Iceland,Imports,A,Agricultural products,2006,"477,248,451",477
India,Imports,A,Agricultural products,2006,"7,975,739,637",7976
Indonesia,Imports,A,Agricultural products,2006,"7,486,696,000",7487
Iran,Imports,A,Agricultural products,2006,"4,269,762,518",4270
Iraq,Imports,A,Agricultural products,2006,"4,344,137,431",4344
Ireland,Imports,A,Agricultural products,2006,"7,108,041,604",7108
Israel,Imports,A,Agricultural products,2006,"3,253,043,000",3253
Italy,Imports,A,Agricultural products,2006,"49,100,661,181",49101
Jamaica,Imports,A,Agricultural products,2006,"802,104,500",802
Japan,Imports,A,Agricultural products,2006,"65,594,000,000",65594
Jordan,Imports,A,Agricultural products,2006,"1,671,103,364",1671
Kazakhstan,Imports,A,Agricultural products,2006,"1,848,706,806",1849
Kenya,Imports,A,Agricultural products,2006,"803,511,642",804
Kiribati,Imports,A,Agricultural products,2006,"24,110,857",24
Korea,Imports,A,Agricultural products,2006,"18,579,196,028",18579
Kuwait,Imports,A,Agricultural products,2006,"2,629,785,742",2630
Kyrgyz Republic,Imports,A,Agricultural products,2006,"267,551,321",268
Latvia,Imports,A,Agricultural products,2006,"1,497,724,472",1498
Lebanese Republic,Imports,A,Agricultural products,2006,"1,519,680,465",1520
Lesotho,Imports,A,Agricultural products,2006,"184,072,300",184
Libya,Imports,A,Agricultural products,2006,"1,212,796,354",1213
Lithuania,Imports,A,Agricultural products,2006,"2,094,260,113",2094
Luxembourg,Imports,A,Agricultural products,2006,"2,145,783,598",2146
"Macao, China",Imports,A,Agricultural products,2006,"541,960,801",542
Madagascar,Imports,A,Agricultural products,2006,"272,783,400",273
Malawi,Imports,A,Agricultural products,2006,"194,833,052",195
Malaysia,Imports,A,Agricultural products,2006,"8,504,756,999",8505
Maldives,Imports,A,Agricultural products,2006,"179,264,332",179
Mali,Imports,A,Agricultural products,2006,"321,546,998",322
Malta,Imports,A,Agricultural products,2006,"503,230,765",503
Mauritania,Imports,A,Agricultural products,2006,"275,218,143",275
Mauritius,Imports,A,Agricultural products,2006,"676,036,750",676
Mexico,Imports,A,Agricultural products,2006,"18,461,679,132",18462
Moldova,Imports,A,Agricultural products,2006,"349,697,381",350
Mongolia,Imports,A,Agricultural products,2006,"185,087,872",185
Montenegro,Imports,A,Agricultural products,2006,"301,074,023",301
Montserrat,Imports,A,Agricultural products,2006,"5,756,481",6
Morocco,Imports,A,Agricultural products,2006,"2,832,497,674",2832
Mozambique,Imports,A,Agricultural products,2006,"422,204,818",422
Namibia,Imports,A,Agricultural products,2006,"470,861,613",471
Nepal,Imports,A,Agricultural products,2006,"428,502,314",429
Netherlands,Imports,A,Agricultural products,2006,"44,437,783,595",44438
Netherlands Antilles,Imports,A,Agricultural products,2006,"241,319,578",241
New Caledonia,Imports,A,Agricultural products,2006,"255,010,489",255
New Zealand,Imports,A,Agricultural products,2006,"2,346,054,423",2346
Nicaragua,Imports,A,Agricultural products,2006,"441,600,000",442
Niger,Imports,A,Agricultural products,2006,"278,215,312",278
Nigeria,Imports,A,Agricultural products,2006,"4,264,967,899",4265
Norway,Imports,A,Agricultural products,2006,"5,240,550,220",5241
Oman,Imports,A,Agricultural products,2006,"1,229,506,662",1230
Pakistan,Imports,A,Agricultural products,2006,"4,130,920,028",4131
Panama,Imports,A,Agricultural products,2006,"770,004,529",770
Paraguay,Imports,A,Agricultural products,2006,"344,076,272",344
Peru,Imports,A,Agricultural products,2006,"1,794,841,479",1795
Philippines,Imports,A,Agricultural products,2006,"4,073,091,950",4073
Poland,Imports,A,Agricultural products,2006,"9,769,012,446",9769
Portugal,Imports,A,Agricultural products,2006,"9,170,457,045",9170
Qatar,Imports,A,Agricultural products,2006,"951,427,602",951
Romania,Imports,A,Agricultural products,2006,"3,470,064,140",3470
Russian Federation,Imports,A,Agricultural products,2006,"21,036,014,145",21036
Rwanda,Imports,A,Agricultural products,2006,"83,360,762",83
Saint Kitts and Nevis,Imports,A,Agricultural products,2006,"51,036,462",51
Saint Lucia,Imports,A,Agricultural products,2006,"127,746,363",128
Saint Vincent and the Grenadines,Imports,A,Agricultural products,2006,"61,226,034",61
Samoa,Imports,A,Agricultural products,2006,"59,324,368",59
Sao Tome and Principe,Imports,A,Agricultural products,2006,"22,345,340",22
Saudi Arabia,Imports,A,Agricultural products,2006,"9,851,079,797",9851
Senegal,Imports,A,Agricultural products,2006,"917,412,355",917
Serbia,Imports,A,Agricultural products,2006,"1,068,576,640",1069
Seychelles,Imports,A,Agricultural products,2006,"191,462,675",191
Singapore,Imports,A,Agricultural products,2006,"6,984,500,224",6985
Slovak Republic,Imports,A,Agricultural products,2006,"2,839,296,121",2839
Slovenia,Imports,A,Agricultural products,2006,"2,206,670,704",2207
Solomon Islands,Imports,A,Agricultural products,2006,"55,570,789",56
South Africa,Imports,A,Agricultural products,2006,"3,649,233,700",3649
Spain,Imports,A,Agricultural products,2006,"32,034,339,388",32034
Sri Lanka,Imports,A,Agricultural products,2006,"1,337,215,724",1337
Sudan,Imports,A,Agricultural products,2006,"1,090,330,957",1090
Suriname,Imports,A,Agricultural products,2006,"98,687,105",99
Swaziland,Imports,A,Agricultural products,2006,"204,371,394",204
Sweden,Imports,A,Agricultural products,2006,"11,560,997,294",11561
Switzerland,Imports,A,Agricultural products,2006,"8,832,382,908",8832
Syrian Arab Republic,Imports,A,Agricultural products,2006,"1,809,833,715",1810
Tanzania,Imports,A,Agricultural products,2006,"582,337,293",582
Thailand,Imports,A,Agricultural products,2006,"7,347,439,299",7347
Togo,Imports,A,Agricultural products,2006,"87,243,085",87
Tonga,Imports,A,Agricultural products,2006,"25,815,024",26
Trinidad and Tobago,Imports,A,Agricultural products,2006,"544,178,129",544
Tunisia,Imports,A,Agricultural products,2006,"1,573,725,100",1574
Turkey,Imports,A,Agricultural products,2006,"7,285,683,000",7286
Tuvalu,Imports,A,Agricultural products,2006,"3,325,229",3
Uganda,Imports,A,Agricultural products,2006,"382,840,117",383
Ukraine,Imports,A,Agricultural products,2006,"3,574,365,416",3574
United Arab Emirates,Imports,A,Agricultural products,2006,"6,767,479,891",6767
United Kingdom,Imports,A,Agricultural products,2006,"54,689,198,148",54689
United States,Imports,A,Agricultural products,2006,"103,648,000,000",103648
Uruguay,Imports,A,Agricultural products,2006,"526,769,830",527
Vanuatu,Imports,A,Agricultural products,2006,"35,694,402",36
Venezuela,Imports,A,Agricultural products,2006,"3,277,000,000",3277
Viet Nam,Imports,A,Agricultural products,2006,"4,410,533,603",4411
World,Imports,A,Agricultural products,2006,"981,650,000,000",981650
Yemen,Imports,A,Agricultural products,2006,"1,548,908,254",1549
Zambia,Imports,A,Agricultural products,2006,"257,187,489",257
Zimbabwe,Imports,A,Agricultural products,2006,"481,218,446",481
Albania,Imports,F,Fuels and mining products,2006,"391,906,994",392
Algeria,Imports,F,Fuels and mining products,2006,"621,691,016",622
Antigua and Barbuda,Imports,F,Fuels and mining products,2006,"250,608,920",251
Argentina,Imports,F,Fuels and mining products,2006,"2,938,269,643",2938
